,cuntan,wulong,maoping,ThreeGRes,yichang,shashi,chenglingji,chenglingji7,DJKRes,DragonKT,hankou,jiujiang,hukou,datong
0,7310.0,478.0,0.0,0.0,11600.0,12800.0,0.0,6100.0,2300.0,0.0,21400.0,21700.0,4430.0,25200.0
1,7380.0,263.0,0.0,0.0,6660.0,6720.0,0.0,2240.0,251.0,0.0,10100.0,9910.0,4060.0,13500.0
2,8300.0,1460.0,0.0,0.0,14300.0,12300.0,0.0,6330.0,302.0,0.0,17600.0,19400.0,5370.0,24800.0
3,4850.0,535.0,0.0,0.0,7500.0,7300.0,0.0,2710.0,366.0,0.0,10900.0,11500.0,1000.0,12500.0
4,6470.0,1670.0,0.0,0.0,11600.0,10300.0,0.0,7910.0,1460.0,0.0,18300.0,18100.0,8700.0,26300.0
5,17100.0,2270.0,0.0,0.0,22600.0,22000.0,0.0,11700.0,1350.0,0.0,36900.0,39100.0,13300.0,54100.0
6,7420.0,408.0,0.0,0.0,6680.0,6900.0,0.0,1390.0,480.0,0.0,8640.0,8680.0,1260.0,8980.0
7,7570.0,1720.0,0.0,0.0,11000.0,10400.0,0.0,6580.0,2270.0,0.0,21100.0,21300.0,4620.0,25500.0
8,7100.0,394.0,0.0,0.0,8540.0,9350.0,0.0,6860.0,1760.0,0.0,19500.0,19300.0,7840.0,26700.0
9,7100.0,403.0,0.0,0.0,6730.0,6890.0,0.0,1320.0,305.0,0.0,8700.0,8810.0,960.0,8170.0
10,5330.0,614.0,0.0,0.0,9890.0,8770.0,0.0,7260.0,253.0,0.0,17400.0,17900.0,3210.0,21400.0
11,8380.0,395.0,0.0,0.0,9860.0,8890.0,0.0,2180.0,463.0,0.0,11900.0,12000.0,819.0,13700.0
12,6770.0,819.0,0.0,0.0,6850.0,6820.0,0.0,1860.0,949.0,0.0,9510.0,9970.0,2980.0,12800.0
13,7620.0,491.0,0.0,0.0,7580.0,7530.0,0.0,1550.0,367.0,0.0,10400.0,10500.0,831.0,11700.0
14,7300.0,1590.0,0.0,0.0,8390.0,8730.0,0.0,10600.0,818.0,0.0,19000.0,20700.0,8260.0,28500.0
15,6300.0,265.0,0.0,6800.0,7260.0,7080.0,0.0,1180.0,264.0,0.0,8500.0,8540.0,309.0,9670.0
16,4720.0,1820.0,0.0,6800.0,8500.0,7910.0,0.0,9000.0,888.0,0.0,18500.0,19000.0,4940.0,23900.0
17,11100.0,2770.0,0.0,0.0,24700.0,20600.0,0.0,15400.0,780.0,0.0,36500.0,37500.0,6110.0,41900.0
18,3400.0,177.0,0.0,0.0,7180.0,7060.0,0.0,1460.0,531.0,0.0,8610.0,8980.0,1490.0,10500.0
19,6320.0,2040.0,0.0,0.0,12600.0,10600.0,0.0,5390.0,598.0,0.0,17600.0,19400.0,8370.0,28000.0
20,17500.0,2770.0,0.0,20300.0,21900.0,17000.0,0.0,19800.0,755.0,0.0,39900.0,36800.0,25600.0,57400.0
21,4900.0,1230.0,0.0,7000.0,8570.0,8970.0,0.0,6130.0,826.0,0.0,18200.0,20400.0,5690.0,27900.0
22,6920.0,263.0,0.0,0.0,6580.0,6800.0,0.0,3010.0,305.0,0.0,10900.0,10600.0,5470.0,15300.0
23,6450.0,279.0,0.0,6900.0,6970.0,6730.0,0.0,1360.0,884.0,0.0,9060.0,9320.0,1570.0,10500.0
24,11500.0,820.0,0.0,0.0,9160.0,8780.0,0.0,2670.0,1540.0,0.0,12900.0,13300.0,1380.0,15400.0
25,11600.0,2140.0,0.0,14700.0,17700.0,13600.0,0.0,19900.0,661.0,0.0,37600.0,39800.0,8860.0,49400.0
26,6540.0,1030.0,0.0,0.0,6920.0,6670.0,0.0,7370.0,1280.0,0.0,15400.0,15900.0,8020.0,23800.0
27,5580.0,1650.0,0.0,0.0,11100.0,10900.0,0.0,7570.0,915.0,0.0,17200.0,16400.0,9790.0,24800.0
28,14800.0,1370.0,0.0,0.0,19100.0,15200.0,0.0,14400.0,940.0,0.0,31000.0,32700.0,8460.0,44100.0
29,6720.0,301.0,0.0,0.0,7950.0,6860.0,0.0,1280.0,966.0,0.0,8790.0,8970.0,390.0,10500.0
30,12900.0,2340.0,0.0,0.0,21400.0,19700.0,0.0,18300.0,954.0,0.0,37200.0,37900.0,6420.0,43500.0
31,6720.0,341.0,0.0,0.0,6780.0,6870.0,0.0,1880.0,588.0,0.0,9530.0,9750.0,2840.0,12800.0
32,14100.0,1510.0,0.0,0.0,17600.0,15300.0,0.0,19800.0,604.0,0.0,39200.0,38300.0,15500.0,52100.0
33,8310.0,459.0,0.0,0.0,8190.0,7980.0,0.0,1390.0,203.0,0.0,10400.0,10300.0,847.0,11100.0
34,7310.0,326.0,0.0,0.0,8630.0,8080.0,0.0,1880.0,855.0,0.0,11400.0,11500.0,992.0,12900.0
35,4930.0,1120.0,0.0,0.0,8850.0,7240.0,0.0,9310.0,552.0,0.0,18300.0,19100.0,4720.0,23400.0
36,6380.0,332.0,0.0,0.0,6630.0,6940.0,0.0,1570.0,729.0,0.0,9050.0,9480.0,1710.0,11000.0
37,5390.0,1990.0,0.0,0.0,8590.0,8850.0,0.0,8150.0,447.0,0.0,19700.0,21400.0,8730.0,30900.0
38,7310.0,718.0,0.0,0.0,6510.0,6580.0,0.0,8400.0,1380.0,0.0,14400.0,15000.0,7890.0,21800.0
39,6590.0,271.0,0.0,0.0,6730.0,6780.0,0.0,1310.0,331.0,0.0,9130.0,9280.0,1660.0,10600.0
40,6180.0,579.0,0.0,0.0,6660.0,6840.0,0.0,1330.0,994.0,0.0,8640.0,8840.0,947.0,9970.0
41,10900.0,1670.0,0.0,13600.0,14500.0,12900.0,0.0,5560.0,512.0,0.0,19900.0,22500.0,5170.0,29400.0
42,6170.0,374.0,0.0,0.0,7110.0,6860.0,0.0,1500.0,846.0,0.0,8680.0,8980.0,1690.0,9300.0
43,7790.0,1640.0,0.0,0.0,11000.0,10400.0,0.0,3610.0,276.0,0.0,16200.0,16900.0,1250.0,17900.0
44,6090.0,906.0,0.0,0.0,10300.0,10300.0,0.0,7620.0,877.0,0.0,18500.0,18700.0,6680.0,26100.0
45,10900.0,1020.0,0.0,15500.0,18400.0,16400.0,0.0,4080.0,2310.0,0.0,20700.0,20800.0,2690.0,23300.0
46,12400.0,2700.0,0.0,0.0,21600.0,21400.0,0.0,15300.0,1490.0,0.0,36500.0,36600.0,5700.0,41100.0
47,6520.0,323.0,0.0,0.0,9340.0,8620.0,0.0,1680.0,634.0,0.0,10500.0,10500.0,553.0,12100.0
48,16600.0,1920.0,0.0,0.0,17600.0,14900.0,0.0,10200.0,347.0,0.0,28100.0,29000.0,8590.0,40600.0
49,7860.0,286.0,0.0,0.0,7400.0,6930.0,0.0,1270.0,894.0,0.0,8900.0,9030.0,750.0,10000.0
50,7430.0,1310.0,0.0,0.0,6940.0,6760.0,0.0,7440.0,1180.0,0.0,15400.0,16300.0,7840.0,23800.0
51,7630.0,261.0,0.0,0.0,7060.0,6880.0,0.0,1750.0,827.0,0.0,9690.0,9770.0,2770.0,13300.0
52,6810.0,1270.0,0.0,0.0,8830.0,9880.0,0.0,5820.0,1970.0,0.0,18800.0,18800.0,4980.0,24600.0
53,6120.0,281.0,0.0,0.0,6680.0,7010.0,0.0,1190.0,730.0,0.0,8700.0,8870.0,412.0,9670.0
54,9020.0,406.0,0.0,0.0,10800.0,12900.0,0.0,4090.0,363.0,0.0,16400.0,16800.0,1260.0,18600.0
55,6540.0,405.0,0.0,7000.0,6870.0,7020.0,0.0,1680.0,353.0,0.0,8640.0,8900.0,1280.0,9950.0
56,4450.0,336.0,0.0,0.0,6780.0,6830.0,0.0,4300.0,214.0,0.0,12900.0,12600.0,7510.0,18800.0
57,6700.0,176.0,0.0,0.0,6870.0,7130.0,0.0,1380.0,602.0,0.0,8680.0,8850.0,822.0,8910.0
58,7170.0,275.0,0.0,6700.0,6870.0,6780.0,0.0,2930.0,318.0,0.0,10700.0,10600.0,5080.0,15200.0
59,14500.0,2800.0,0.0,0.0,18700.0,14400.0,0.0,23100.0,236.0,0.0,42800.0,42700.0,12000.0,53000.0
60,6520.0,271.0,0.0,0.0,7020.0,6930.0,0.0,1340.0,565.0,0.0,8300.0,8540.0,1350.0,8990.0
61,6480.0,177.0,0.0,0.0,6460.0,6730.0,0.0,1800.0,333.0,0.0,9230.0,9610.0,656.0,7930.0
62,5740.0,1570.0,0.0,0.0,7660.0,9000.0,0.0,11000.0,1330.0,0.0,19700.0,19600.0,5760.0,25200.0
63,11700.0,2730.0,0.0,0.0,22800.0,19700.0,0.0,16700.0,484.0,0.0,32500.0,31400.0,6480.0,36500.0
64,6730.0,256.0,0.0,0.0,6970.0,6940.0,0.0,1310.0,262.0,0.0,8630.0,9010.0,891.0,9710.0
65,5440.0,431.0,0.0,0.0,6780.0,6750.0,0.0,5420.0,215.0,0.0,13600.0,14800.0,7110.0,21800.0
66,19500.0,952.0,0.0,0.0,14400.0,13900.0,0.0,9870.0,1160.0,0.0,26500.0,28000.0,7640.0,38000.0
67,6750.0,2730.0,0.0,11500.0,11700.0,11100.0,0.0,8120.0,1680.0,0.0,22000.0,22000.0,3880.0,25000.0
68,5160.0,433.0,0.0,0.0,7350.0,6770.0,0.0,8140.0,910.0,0.0,15700.0,15700.0,9180.0,22800.0
69,6410.0,221.0,0.0,0.0,6900.0,6940.0,0.0,1420.0,238.0,0.0,8680.0,8990.0,1700.0,10200.0
70,7270.0,2550.0,0.0,0.0,14100.0,11700.0,0.0,6530.0,2730.0,0.0,21700.0,22200.0,3320.0,24800.0
71,13600.0,1350.0,0.0,0.0,17300.0,14800.0,0.0,7550.0,1150.0,0.0,23400.0,25500.0,8140.0,34500.0
72,6610.0,287.0,0.0,0.0,6920.0,6930.0,0.0,1830.0,335.0,0.0,8370.0,8470.0,1450.0,10100.0
73,6560.0,1730.0,0.0,0.0,10300.0,8650.0,0.0,10500.0,263.0,0.0,20600.0,20900.0,6480.0,27200.0
74,7980.0,1500.0,0.0,0.0,11100.0,11000.0,0.0,9760.0,858.0,0.0,25900.0,25800.0,4640.0,30200.0
75,9850.0,2780.0,0.0,0.0,14700.0,14900.0,0.0,25800.0,294.0,0.0,43900.0,43300.0,12100.0,53900.0
76,13400.0,2170.0,0.0,0.0,17800.0,14200.0,0.0,6060.0,625.0,0.0,22000.0,23900.0,6380.0,32400.0
77,12000.0,2700.0,0.0,0.0,22800.0,20500.0,0.0,20100.0,1180.0,0.0,38900.0,38400.0,10000.0,46000.0
78,7830.0,393.0,0.0,9000.0,9620.0,8930.0,0.0,2160.0,536.0,0.0,11700.0,11900.0,804.0,13500.0
79,14500.0,2720.0,0.0,17700.0,17800.0,15600.0,0.0,18200.0,274.0,0.0,39200.0,38100.0,17400.0,53800.0
80,5730.0,412.0,0.0,0.0,6870.0,6730.0,0.0,2580.0,266.0,0.0,9270.0,9000.0,2660.0,11000.0
81,6670.0,550.0,0.0,0.0,7020.0,6880.0,0.0,2080.0,662.0,0.0,8830.0,8730.0,1070.0,10000.0
82,7340.0,261.0,0.0,6800.0,6870.0,6880.0,0.0,2150.0,399.0,0.0,8550.0,8430.0,1660.0,10600.0
83,14400.0,1840.0,0.0,0.0,18500.0,13500.0,0.0,8100.0,458.0,0.0,25100.0,27000.0,8120.0,36700.0
84,3850.0,443.0,0.0,0.0,6350.0,6500.0,0.0,8290.0,1410.0,0.0,16100.0,17200.0,2080.0,19000.0
85,9140.0,2310.0,0.0,0.0,11600.0,12800.0,0.0,9970.0,437.0,0.0,25800.0,25200.0,4620.0,29000.0
86,11300.0,804.0,0.0,0.0,14100.0,13700.0,0.0,4110.0,1150.0,0.0,19000.0,19700.0,2710.0,22800.0
87,9280.0,503.0,0.0,0.0,12000.0,11900.0,0.0,10700.0,674.0,0.0,25200.0,26000.0,4340.0,30600.0
88,7130.0,267.0,0.0,0.0,6900.0,6730.0,0.0,2960.0,436.0,0.0,10800.0,10600.0,5260.0,15300.0
89,7710.0,310.0,0.0,0.0,9820.0,8790.0,0.0,1920.0,2210.0,0.0,11600.0,11300.0,1030.0,13000.0
90,4860.0,449.0,0.0,0.0,6820.0,6720.0,0.0,8110.0,1660.0,0.0,14100.0,15100.0,6100.0,20000.0
91,6650.0,288.0,0.0,0.0,7110.0,7000.0,0.0,1680.0,62.2,0.0,8570.0,9130.0,893.0,10300.0
92,6510.0,334.0,0.0,0.0,6780.0,6740.0,0.0,3090.0,327.0,0.0,10900.0,11800.0,5410.0,14800.0
93,4540.0,563.0,0.0,0.0,9010.0,8590.0,0.0,7240.0,823.0,0.0,17300.0,17800.0,3140.0,21500.0
94,4540.0,424.0,0.0,5700.0,6780.0,6920.0,0.0,7210.0,695.0,0.0,13400.0,14800.0,5530.0,19900.0
95,10700.0,1940.0,0.0,0.0,11700.0,10800.0,0.0,14200.0,2060.0,0.0,29200.0,28400.0,9520.0,36700.0
96,6190.0,185.0,0.0,0.0,7260.0,6910.0,0.0,1410.0,55.0,0.0,8680.0,8990.0,1840.0,10300.0
97,7690.0,314.0,0.0,7700.0,7990.0,7000.0,0.0,1270.0,1110.0,0.0,8840.0,9060.0,773.0,10500.0
98,5400.0,455.0,0.0,0.0,8120.0,7190.0,0.0,2730.0,656.0,0.0,10800.0,11600.0,1010.0,12600.0
99,6130.0,177.0,0.0,0.0,6970.0,6730.0,0.0,1820.0,295.0,0.0,9260.0,9640.0,654.0,10000.0
100,11200.0,414.0,0.0,0.0,14400.0,13300.0,0.0,3890.0,803.0,0.0,18800.0,19400.0,2460.0,21800.0
101,9230.0,283.0,0.0,0.0,6920.0,7120.0,0.0,1570.0,1790.0,0.0,10200.0,11300.0,352.0,13000.0
102,5660.0,467.0,0.0,6200.0,6660.0,7020.0,0.0,5900.0,571.0,0.0,13300.0,14400.0,7230.0,21500.0
103,7280.0,2900.0,0.0,10000.0,11400.0,10500.0,0.0,6340.0,404.0,0.0,17600.0,18500.0,6410.0,24400.0
104,6430.0,563.0,0.0,6900.0,6850.0,6810.0,0.0,1530.0,1170.0,0.0,8740.0,8660.0,1070.0,9350.0
105,4820.0,421.0,0.0,0.0,6730.0,6690.0,0.0,8810.0,1420.0,0.0,14700.0,14700.0,6950.0,21100.0
106,6450.0,265.0,0.0,0.0,7490.0,6740.0,0.0,1330.0,660.0,0.0,8570.0,9150.0,878.0,8850.0
107,7030.0,383.0,0.0,0.0,8370.0,8470.0,0.0,1930.0,744.0,0.0,11500.0,11100.0,1010.0,13100.0
108,0.0,265.0,0.0,0.0,6870.0,7000.0,0.0,1410.0,1050.0,0.0,9680.0,10600.0,492.0,12300.0
109,10500.0,2230.0,0.0,0.0,11800.0,11600.0,0.0,11900.0,3000.0,0.0,27500.0,27700.0,6450.0,33600.0
110,5490.0,412.0,0.0,5600.0,7090.0,6740.0,0.0,5470.0,582.0,0.0,13600.0,14900.0,7140.0,21900.0
111,5610.0,915.0,0.0,7100.0,6820.0,7620.0,0.0,9210.0,411.0,0.0,17800.0,18500.0,4450.0,22500.0
112,8580.0,338.0,0.0,0.0,10500.0,11300.0,0.0,4060.0,589.0,0.0,16400.0,16800.0,1330.0,18000.0
113,7130.0,256.0,0.0,0.0,6680.0,6700.0,0.0,2350.0,868.0,0.0,10300.0,10200.0,4250.0,14900.0
114,5890.0,1390.0,0.0,0.0,6990.0,6630.0,0.0,7220.0,315.0,0.0,14400.0,14600.0,1740.0,15800.0
115,7640.0,1930.0,0.0,0.0,9050.0,9240.0,0.0,10100.0,1770.0,0.0,19900.0,19800.0,6040.0,25900.0
116,7190.0,225.0,0.0,0.0,7770.0,6950.0,0.0,1290.0,1230.0,0.0,8750.0,8860.0,537.0,8850.0
117,11800.0,2800.0,0.0,0.0,25800.0,21000.0,0.0,19200.0,1760.0,0.0,38100.0,38600.0,9480.0,45000.0
118,6570.0,376.0,0.0,0.0,6990.0,6990.0,0.0,2140.0,343.0,0.0,8850.0,8740.0,1070.0,7490.0
119,19300.0,2000.0,0.0,0.0,31100.0,26200.0,0.0,10900.0,2000.0,0.0,37200.0,39400.0,7860.0,55100.0
120,4620.0,424.0,0.0,0.0,7160.0,6660.0,0.0,9210.0,1170.0,0.0,15400.0,15400.0,7650.0,22400.0
121,6510.0,260.0,0.0,0.0,6900.0,6960.0,0.0,1290.0,550.0,0.0,8680.0,9010.0,903.0,9860.0
122,4710.0,556.0,0.0,0.0,6820.0,6840.0,0.0,5450.0,833.0,0.0,13900.0,15200.0,7260.0,22400.0
123,6520.0,178.0,0.0,0.0,7060.0,7000.0,0.0,1290.0,334.0,0.0,8670.0,8990.0,606.0,10200.0
124,12700.0,3020.0,0.0,0.0,22000.0,18700.0,0.0,14000.0,690.0,0.0,31000.0,29400.0,7280.0,35700.0
125,6070.0,240.0,0.0,0.0,6700.0,6840.0,0.0,1160.0,562.0,0.0,8330.0,8770.0,1190.0,9460.0
126,9320.0,486.0,0.0,0.0,12300.0,11900.0,0.0,10700.0,502.0,0.0,25100.0,26200.0,4310.0,30600.0
127,5740.0,1320.0,0.0,7800.0,8610.0,9170.0,0.0,10400.0,633.0,0.0,20600.0,21300.0,6130.0,27200.0
128,11700.0,1350.0,0.0,0.0,11300.0,10700.0,0.0,6630.0,2020.0,0.0,19700.0,21800.0,6030.0,28100.0
129,15200.0,3240.0,0.0,0.0,19500.0,18000.0,0.0,11200.0,866.0,0.0,30100.0,28900.0,7080.0,35600.0
130,4980.0,1210.0,0.0,0.0,6730.0,6620.0,0.0,6830.0,456.0,0.0,14200.0,14400.0,1750.0,15900.0
131,9810.0,900.0,0.0,0.0,18800.0,16900.0,0.0,3170.0,2200.0,0.0,17900.0,19600.0,4250.0,23300.0
132,9230.0,1310.0,0.0,0.0,13000.0,12700.0,0.0,6430.0,852.0,0.0,17700.0,19400.0,5320.0,24200.0
133,5410.0,970.0,0.0,0.0,10900.0,11000.0,0.0,7590.0,2070.0,0.0,17100.0,16100.0,9790.0,24400.0
134,5760.0,507.0,0.0,0.0,7150.0,7040.0,0.0,2060.0,664.0,0.0,10300.0,10700.0,1260.0,12200.0
135,8060.0,293.0,0.0,0.0,7730.0,6940.0,0.0,1240.0,263.0,0.0,8860.0,9130.0,284.0,10100.0
136,12700.0,2520.0,0.0,0.0,24000.0,19500.0,0.0,18800.0,688.0,0.0,37700.0,38300.0,9410.0,44500.0
137,6830.0,296.0,0.0,7000.0,8060.0,6930.0,0.0,1270.0,286.0,0.0,8830.0,9010.0,345.0,10300.0
138,5230.0,177.0,0.0,6000.0,6970.0,6940.0,0.0,2080.0,53.0,0.0,9510.0,9210.0,2820.0,11700.0
139,5340.0,854.0,0.0,0.0,9270.0,10000.0,0.0,5660.0,3560.0,0.0,18500.0,18700.0,4530.0,23800.0
140,7400.0,2140.0,0.0,0.0,10700.0,10100.0,0.0,6510.0,1550.0,0.0,21100.0,21300.0,4630.0,25800.0
141,7110.0,381.0,0.0,0.0,6630.0,6620.0,0.0,8170.0,1420.0,0.0,15000.0,15300.0,8400.0,22600.0
142,8630.0,1100.0,0.0,0.0,15400.0,16400.0,0.0,4630.0,2680.0,0.0,21400.0,21400.0,4410.0,24700.0
143,13100.0,2200.0,0.0,0.0,23200.0,18500.0,0.0,17200.0,435.0,0.0,36600.0,38700.0,9830.0,51600.0
144,6960.0,2290.0,0.0,0.0,11000.0,11100.0,0.0,6810.0,1790.0,0.0,21900.0,21900.0,3720.0,25300.0
145,7120.0,298.0,0.0,0.0,8500.0,7910.0,0.0,1940.0,629.0,0.0,11300.0,11400.0,849.0,12700.0
146,0.0,304.0,0.0,0.0,6990.0,7200.0,0.0,2210.0,1900.0,0.0,12400.0,12800.0,514.0,13900.0
147,12500.0,1440.0,0.0,0.0,18300.0,17300.0,0.0,19600.0,739.0,0.0,37800.0,39400.0,9530.0,50200.0
148,5140.0,1020.0,0.0,0.0,8700.0,8370.0,0.0,5450.0,1620.0,0.0,16400.0,18600.0,2810.0,22500.0
149,5310.0,763.0,0.0,0.0,8570.0,8900.0,0.0,5850.0,1630.0,0.0,18400.0,21100.0,4940.0,27900.0
150,17100.0,2430.0,0.0,18200.0,15400.0,15300.0,0.0,12500.0,309.0,0.0,29100.0,29800.0,9220.0,41900.0
151,6820.0,272.0,0.0,0.0,6700.0,7200.0,0.0,1330.0,772.0,0.0,9120.0,9820.0,970.0,11000.0
152,7000.0,2490.0,0.0,0.0,10400.0,10500.0,0.0,7610.0,815.0,0.0,18500.0,19200.0,6680.0,25500.0
153,7190.0,177.0,0.0,0.0,6940.0,7030.0,0.0,1290.0,718.0,0.0,8680.0,8990.0,598.0,10100.0
154,15800.0,1310.0,0.0,18000.0,18600.0,17400.0,0.0,2890.0,5660.0,0.0,18600.0,20000.0,3170.0,23500.0
155,13900.0,1800.0,0.0,0.0,16800.0,13700.0,0.0,23300.0,994.0,0.0,43200.0,42700.0,11900.0,53700.0
156,6810.0,478.0,0.0,8600.0,6920.0,6810.0,0.0,7650.0,1570.0,0.0,15400.0,16200.0,7090.0,24300.0
157,7060.0,936.0,0.0,0.0,10700.0,10300.0,0.0,7930.0,1090.0,0.0,18600.0,18400.0,8550.0,26400.0
158,8170.0,2380.0,0.0,12000.0,14300.0,12800.0,0.0,6780.0,792.0,0.0,19400.0,19500.0,5170.0,24800.0
159,15000.0,1190.0,0.0,0.0,19200.0,18400.0,0.0,15900.0,1290.0,0.0,35800.0,38000.0,12600.0,52700.0
160,12300.0,2390.0,0.0,0.0,20500.0,19400.0,0.0,19900.0,993.0,0.0,37000.0,37600.0,5720.0,42400.0
161,6820.0,332.0,0.0,0.0,7210.0,6750.0,0.0,1310.0,522.0,0.0,9160.0,9300.0,1690.0,10600.0
162,13200.0,1570.0,0.0,0.0,20800.0,18600.0,0.0,18400.0,223.0,0.0,37200.0,39100.0,9790.0,51200.0
163,19600.0,2310.0,0.0,0.0,22200.0,17600.0,0.0,20400.0,418.0,0.0,40700.0,37000.0,26400.0,57900.0
164,5930.0,1270.0,0.0,0.0,12400.0,10900.0,0.0,6190.0,458.0,0.0,17900.0,19900.0,8550.0,28900.0
165,5270.0,1270.0,0.0,6800.0,8480.0,8820.0,0.0,5850.0,1230.0,0.0,18400.0,20500.0,5540.0,27800.0
166,12500.0,776.0,0.0,13800.0,16700.0,14400.0,0.0,5230.0,1580.0,0.0,19300.0,21200.0,4580.0,27100.0
167,6470.0,1430.0,0.0,0.0,7860.0,8250.0,0.0,5000.0,1960.0,0.0,16600.0,17300.0,2500.0,19800.0
168,21200.0,2360.0,0.0,0.0,30900.0,26400.0,0.0,11800.0,1600.0,0.0,37600.0,39800.0,9900.0,55600.0
169,6660.0,1520.0,0.0,0.0,8540.0,8660.0,0.0,10900.0,214.0,0.0,19700.0,20400.0,9240.0,29600.0
170,5950.0,238.0,0.0,0.0,7260.0,7030.0,0.0,1180.0,665.0,0.0,8670.0,8680.0,397.0,10100.0
171,7620.0,261.0,0.0,0.0,6970.0,6850.0,0.0,1770.0,778.0,0.0,9700.0,9790.0,2970.0,13000.0
172,11800.0,1200.0,0.0,0.0,18200.0,13000.0,0.0,3790.0,1200.0,0.0,18600.0,19300.0,2330.0,22200.0
173,4610.0,924.0,0.0,5900.0,6040.0,6480.0,0.0,8320.0,1500.0,0.0,16200.0,17100.0,2070.0,19500.0
174,5920.0,1840.0,0.0,0.0,8320.0,8480.0,0.0,7400.0,1020.0,0.0,19200.0,21000.0,8990.0,30100.0
175,15100.0,2010.0,0.0,0.0,17500.0,13000.0,0.0,14800.0,676.0,0.0,32300.0,34300.0,9750.0,46200.0
176,7130.0,1300.0,0.0,0.0,10900.0,10100.0,0.0,7890.0,1430.0,0.0,18000.0,17200.0,8920.0,25800.0
177,6440.0,272.0,0.0,7700.0,6870.0,7090.0,0.0,1260.0,738.0,0.0,8750.0,8950.0,794.0,9040.0
178,7500.0,1180.0,0.0,0.0,6850.0,6780.0,0.0,7440.0,932.0,0.0,15500.0,16300.0,7830.0,24400.0
179,6030.0,441.0,0.0,0.0,7990.0,9330.0,0.0,7920.0,391.0,0.0,18900.0,19400.0,4890.0,24400.0
180,9860.0,409.0,0.0,0.0,9400.0,8700.0,0.0,2730.0,1870.0,0.0,13300.0,13700.0,1360.0,16200.0
181,6660.0,314.0,0.0,0.0,6970.0,7080.0,0.0,1320.0,669.0,0.0,9050.0,9740.0,953.0,10500.0
182,4730.0,1530.0,0.0,0.0,8540.0,8070.0,0.0,5950.0,394.0,0.0,16600.0,17700.0,2700.0,19900.0
183,10900.0,2250.0,0.0,0.0,19500.0,17200.0,0.0,9060.0,1330.0,0.0,28500.0,27700.0,8540.0,35900.0
184,6670.0,753.0,0.0,0.0,6820.0,6850.0,0.0,1380.0,1540.0,0.0,8620.0,8640.0,1050.0,7860.0
185,12900.0,1130.0,0.0,0.0,13700.0,15200.0,0.0,20000.0,490.0,0.0,38100.0,39400.0,9200.0,49700.0
186,6230.0,953.0,0.0,0.0,10900.0,10400.0,0.0,7620.0,768.0,0.0,18500.0,19200.0,6180.0,25900.0
187,16900.0,1960.0,0.0,0.0,15900.0,15700.0,0.0,10300.0,401.0,0.0,28300.0,29200.0,9100.0,40900.0
188,4620.0,1290.0,0.0,0.0,8520.0,8620.0,0.0,5800.0,1960.0,0.0,18600.0,21800.0,4890.0,28000.0
189,11500.0,2500.0,0.0,0.0,22500.0,18100.0,0.0,19900.0,982.0,0.0,36800.0,37200.0,5770.0,41700.0
190,6350.0,1380.0,0.0,8300.0,10400.0,9760.0,0.0,5900.0,1840.0,0.0,19900.0,20500.0,4860.0,25300.0
191,6460.0,273.0,0.0,0.0,6870.0,6800.0,0.0,1360.0,275.0,0.0,8560.0,8700.0,1280.0,9690.0
192,7430.0,556.0,0.0,0.0,6610.0,6620.0,0.0,7390.0,2010.0,0.0,15000.0,15300.0,7870.0,23200.0
193,5780.0,829.0,0.0,6700.0,6990.0,6820.0,0.0,8260.0,956.0,0.0,15200.0,15800.0,7580.0,23300.0
194,13800.0,2500.0,0.0,0.0,16700.0,15200.0,0.0,19900.0,225.0,0.0,39200.0,38800.0,15600.0,52600.0
195,8610.0,1390.0,0.0,9500.0,9650.0,8960.0,0.0,3900.0,770.0,0.0,15000.0,15800.0,1040.0,17000.0
196,13300.0,1040.0,0.0,0.0,17900.0,19200.0,0.0,19000.0,1260.0,0.0,37600.0,39100.0,9620.0,51000.0
197,6760.0,946.0,0.0,7200.0,6580.0,6590.0,0.0,8450.0,613.0,0.0,14000.0,14500.0,7560.0,21100.0
198,6250.0,1140.0,0.0,0.0,11200.0,9880.0,0.0,7670.0,1420.0,0.0,18600.0,19000.0,6850.0,26200.0
199,4610.0,521.0,0.0,0.0,7500.0,7250.0,0.0,2720.0,590.0,0.0,10900.0,11500.0,999.0,12200.0
200,9640.0,1090.0,0.0,0.0,13400.0,11600.0,0.0,6010.0,1110.0,0.0,17100.0,19200.0,6280.0,24900.0
201,5940.0,334.0,0.0,0.0,6490.0,6850.0,0.0,1570.0,934.0,0.0,9000.0,9430.0,1700.0,11200.0
202,6850.0,262.0,0.0,6900.0,7420.0,7120.0,0.0,1170.0,471.0,0.0,8490.0,8610.0,309.0,9710.0
203,6740.0,321.0,0.0,0.0,6920.0,6830.0,0.0,1270.0,1230.0,0.0,8800.0,8890.0,1190.0,9220.0
204,5770.0,1300.0,0.0,0.0,10600.0,9330.0,0.0,5970.0,0.0,0.0,19200.0,19500.0,4960.0,24700.0
205,5010.0,1720.0,0.0,0.0,11500.0,10800.0,0.0,7700.0,0.0,0.0,16800.0,15800.0,8950.0,23200.0
206,6930.0,259.0,0.0,0.0,6900.0,6670.0,0.0,2280.0,555.0,0.0,10100.0,9940.0,4030.0,14600.0
207,7060.0,267.0,0.0,0.0,6800.0,6780.0,0.0,1250.0,377.0,0.0,8880.0,9110.0,1280.0,9090.0
